Date,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground
3/8/1962,"Mt. Medetsiz, Turkey",Turkish Airlines (THY),,Ankara - Adana,Fairchild F-27,TC-KOP,83,11,11,0
3/8/1962,"Rome, Italy",Societa Aerea Mediterranea,,Khartoum - Rome,Douglas DC-6B,I-DIMO,44254/456,5,5,0
3/8/1962,"Near Alencon, France",Military - U.S. Air Force,,Training exercise,Lockheed C-130A Hercules,55-0020,3047,15,15,0
3/15/1962,"Adak, Alaska",Flying Tiger Line,7816,"Cold Bay, AK - Adak, AK",Lockheed 1049H Super Constellation,N6911C,4804,7,1,0
3/15/1962,"Western PacifiOcean, Philippine Sea",Flying Tiger Line,739/14,"Travis AFB - Honolulu - Agana, Guam - Clark AFB -Saigon",Lockheed 1049H Super Constellation,N6921C,4817,107,107,0
3/20/1962,Algeria,Military - French Air Force,,N/A,Nord 2501 Noratlas,204,N/A,11,11,0
3/27/1962,"Santiago de Cuba, Cuba",Cubana de Aviacion,,Santiago de Cuba - Havana,Ilyushin IL-14,CU-T819,N/A,22,22,0
4/6/1962,"Near Villavicencio, Colombia",Military - Colombian Air Force,,Bogota - Araracuara - Villavicencio,Douglas C-47,FAC-563,N/A,31,31,0
4/22/1962,"Serrania del Baudo, Colombia",AVISPA,,Bahia Solano - Quibdo,Douglas C-47A-1,HK-524,12075,40,40,0
10/12/1962,"Near Camona, Spain",Iberia Airlines,,Barcelona - Valencia - Seville,Convair CV-440 -62,EC-ATB,443,18,18,0
5/6/1962,"Near Portsmouth, England",East Anglian Flying Services,,"Jersey, Channel Islands - Portsmouth, England",Douglas C-47A,G-AGZB,12180,18,12,0
5/8/1962,"Near Mong Pa Liao, Burma",Military - Union of Burma Air Force,,N/A,Douglas C-47,UB-BG-707,N/A,32,32,0
5/9/1962,"Vitoria, Brazil",Cruzeiro,,Rio de Janerio - Vitoria,Convair CV-240-0,PP-CEZ,25,25,23,0
5/12/1962,"Godthaab, Greenland",East Provincial Airways,,Sondre Stromfjord - Godthab,Consolidated Catalina,CF-IHA,N/A,21,15,0
5/15/1962,"Near Cairo, Egypt",United Arab Airlines,,"Cairo, Egypt  - Beirut, Lebanon",Douglas DC-3,SU-AJM,N/A,3,3,0
5/17/1962,"Near Nairobi, Kenya",Military - U.S. Air Force,,N/A,Lockheed C-130A Hercules,56-0546,3154,13,13,0
5/22/1962,"Near Markt Schwaben, West Germany",Military - U.S. Navy,,N/A,Lockheed C121J,131390,4310,26,26,0
5/22/1962,"Near Unionville, Missouri",Continental Airlines,11,"Chicago - Kansas City, MO",Boeing B-707-124,N70775,17611/49,45,45,0
6/3/1962,"Villeneuve-le-Roi, Val-de-Marne, France",Air France,,Paris - New York City,Boeing B-707-328,F-BHSM,17920/159,132,130,0
6/4/1962,"Sofia, Bulgaria",Aeroflot,,N/A,Tupolev Tu-104B,CCCP-42491,21604,5,5,0
6/22/1962,"Basse-Terre, Guadaloupe, West Indies",Air France,117,Paris - Pointe-a Pitre - Santaigo,Boeing B-707-328,F-BHST,18247/274,112,112,0
6/28/1962,"Near Adler, Russia",Aeroflot,,Lvov - Sochi,Antonov AN-10A,CCCP11186,N/A,81,81,0
6/30/1962,"Near Krasnoyarsk, USSR",Aeroflot,,N/A,Tupolev TU-104A,CCCP-42370,86601301,84,84,0
7/6/1962,"Near Tashkent, Uzbekistan, USSR",Aeroflot,,N/A,Ilyushin IL-14,,N/A,14,14,0
7/7/1962,"Near Junnar, Maharashtra, India",Alitalia,771,Bangkok - Bombay,McDonnell Douglas DC-8-43,I-DIWD,45631/160,94,94,0
7/9/1962,"Off Brindisi, Italy",Trans Mediterranean Airways,,N/A,Douglas DC-4,OD-AEC,42918,6,6,0
7/15/1962,"Near Lahore, Pakistan",Indian Airlines,,"Kabul  - Amritsar, India",Douglas C-47A,VT-AUS,20289,3,1,0
7/16/1962,"Loheshyphn, India",Kalinga Airlines,,N/A,Douglas C-47,VT-DFZ,4647,9,9,0
7/19/1962,"Near Bangkok, Thailand",United Arab Airlines,869,Hong Kong - Bangkok,de Havilland Comet 4C,SU-AMW,6464,26,26,0
7/22/1962,"Honolulu, Hawaii",Canadian PacifiAir Lines,323,"Honolulu - Nadi, Fiji",Bristol Britannia 314,CF-CZB,13394,40,27,0
7/28/1962,"Sochi, Russia",Aeroflot,,N/A,Antonov An-10A,CCCP-11186,402003,81,81,0
7/30/1962,"Coulommiers, France",Air France,,Training,Douglas DC-3,F-BAOE,11769,8,4,0
8/1/1962,"Near Kathmandu, Nepal",Royal Nepal Airlines,,Katmandu - New Deli,Douglas DC-3,9N-AAH,6216,10,10,0
8/20/1962,"Rio de Janerio, Brazil",Panair do Brazil,,Rio de Janeiro - Lisbon,McDonnell Douglas DC-8-33,PP-PDT,45273/121,105,15,0
8/23/1962,"Berranca Bermeja, Colombia",Taxader Airlines,,Berranca Bermeja - Bucaramanga,Douglas DC-3,HK-794,4551,32,20,0
8/24/1962,"Cerro Puena Paz, Peru",Faucett,,N/A,Douglas DC-3,OB-PBN-659,25839,9,9,0
9/2/1962,"Near Khabarovsk, USSR",Aeroflot,,Khabarovk - Petropavlovsk,Tupolev TU-104A,CCCP-42366,86601103,86,86,0
9/3/1962,"Yanoyaki, Japan",Military - Japan Maritime Self Defense Force,,N/A,Lockheed P2V-7,KA-4628,N/A,12,12,1
9/4/1962,"Near Lake Milton, Ohio",Private - Ashland Oil Company,,N/A,Lockheed 18 Lodestar,N1000F,2463,13,13,0
9/10/1962,"Brno, Czechoslovakia",Ceskoslovenske Aerolinie,,Bratislava - Brno,Avia 14,OK-MCT,90807103,34,11,0
9/10/1962,"Near Milan, Washington",Military - U.S. Air Force,,Ellsworth AFB - Fairchild AFB,Boeing KC-135A,60-0352,18127,44,44,0
9/10/1962,"Near Alcoche, Bolivia",Aerolineas Abaroa,,Caranavi - Rurrenabaque,Douglas C-47A,CP-710,20230,4,4,0
9/21/1962,"Sela, India",Kalinga Airlines,,N/A,Douglas C-47A,VT-DGX,12142,8,8,0
9/23/1962,North AtlantiOcean,Flying Tiger Line,923,"Gander, Newfoundland - Frankfurt, Germany",Lockheed 1049H-82 Super Constellation,N6923C,4827,76,28,0
10/10/1962,"Spt-Îles, Quebec, Canada",Trans Canada Air Lines,,N/A,Vickers 757 Viscount,CF-THA,218,19,2,0
10/12/1962,"Manila, Philippines",Philippine Air Lines,,Training,Fokker F-27 Friendship 100,PI-C503,10191,3,3,0
10/12/1973,"Acapulco, Mexico",Avionas  Banamex,,N/A,de Havilland DH-125-1A,XA-COL,25086,8,8,0
10/19/1962,"Windsor Locks, Connecticut",Allegheny Airlines,928,"Washington D.C. - Providence, RI",Convair CV-340/440,N8415N,125,52,1,0
10/25/1962,"Near Moscow, Russia",Aeroflot,,N/A,Tupolev TU-104B,CCCP-42495,21703,10,10,0
11/10/1962,"Near Tourane, South Vietnam",Air Vietnam (South Vietnam),,Hue - Da Nang,Douglas DC-3,XV-NID,16074/3282,27,27,0
11/19/1962,"Near Nagoya, Japan",All Nippon Airways,,N/A,Vickers 828 Viscount,JA8202,444,4,4,0
11/23/1962,"Ellicott, Maryland",United Air Lines,297,Newark - Washington D.C.,Vickers Viscount 745D,N7430,128,18,18,0
11/23/1962,Sao Tomé & Principe,Military - Portuguese Air Force,,N/A,Douglas C-54D,7502,10773,37,23,0
11/23/1962,"Le Bourget, France",Malev Hungarian Airlines,355,Frankfurt - Paris,Ilyushin IL-18D,HA-MOD,180002002,21,21,0
11/26/1962,"Paraibuna, Brazil",VASP / Private,,Sao Paulo - Rio de Janeiro,Saab Scandia / Cessna 310,PP-SRA,107,26,26,0
11/27/1962,"Lima, Peru",Varig,810,Porto Alegre - Lima,Boeing B-707-441,PP-VJB,17906/129,97,97,0
11/30/1962,"New York, New York",Eastern Air Lines,512,Charlotte - New York City,Douglas DC-7B,N815D,45084/711,51,25,0
12/6/1962,"Barranca Bermeja, Colombia",Taxader Airlines,209,Bucaramanga - Barrancabermeja,Douglas C-47,HK-437E,4697,26,24,0
12/14/1962,"Near Manaus, Brazil",Panair do Brasil,,Belem - Manaus,Lockheed 049-46-21 Constellation,PP-PDE,2047,50,50,0
12/14/1962,"Burbank, California",Flying Tiger Line,183,Chicago - Burbank,Lockheed 1049H Super Constellation,N6913C,4810,5,5,3
12/19/1962,"Warsaw, Poland",LOT Polish Airlines,,Berlin - Warsaw,Vickers Viscount 804,SP-LVB,395,33,33,0
12/20/1962,"Kadena AB, Okinawa",Military - U.S. Air Force,,N/A,KB-50,,N/A,12,12,0
12/22/1962,"Near Brasilia, Brazil",Varig,,Rio de Janeiro - Brasilia,Convair CV-240-2,PP-VCQ,103,40,1,0
12/28/1962,"Rotterdam, The Netherlands",Carvair ATL-98,,"Southend, England - Rotterdam, The Netherlands",Channel Air Bridge,G-ARSF,18339,18,1,0
12/29/1962,"Monte Renosa, Corsica, France",Air Nautic,,Bastia - Ajaccio,Boeing B307-1 Stratoliner,F-BELZ,2001,25,25,0
3/10/1964,"Grand Isle, Louisana",Commercial Air Taxi,,N/A,Bell 74G,N994B,N/A,2,2,0
1/14/1963,"Barter Island, Alaska",Wien Alaska Airlines,,N/A,Beech AT-11,N65458,N/A,6,5,0
1/15/1963,"Sao Paulo, Brazil",Cruzeiro,,N/A,Convair CV-240-0,PP-CEV,6,45,13,7
1/17/1963,"Great Salt Lake, Utah",West Coast Airlines,703,Training,Fairchild F-27,N2703,6,3,3,0
1/26/1963,"Kotzebue, Alaska",Skyvan Airways,,N/A,Curtiss C-46F,N67933,22380,2,1,0
1/29/1963,"Kansas City, Missouri",Continental Airlines,290,"Midland, TX - Kansas City, MO",Vickers Viscount 812,N242V,356,8,8,0
1/30/1963,"Off Patuxent River, Maryland",Military - U.S. Navy,,N/A,Lockheed P-3A Orion,,N/A,14,14,0
2/1/1963,"Ankara, Turkey",Middle East Airlines / Military - Turkish Air ForceC-47,265,Nicosia - Ankara,Vickers Viscount 754D,OD-ADE,244,17,17,87
2/3/1963,"San Francisco, California",Slick Airways,40,N/A,Lockheed 1049H Super Constellation,N9740Z,4851,8,3,0
2/8/1963,"Syktyvkar ,Russia",Aeroflot,,Training,Antonov An-10A,CCCP-11193,402104,7,7,0
2/12/1963,"Near Miami, Florida",Northwest Orient Airlines,705,Miami - Chicago,Boeing B-720-051B,N724US,18354/224,43,43,0
2/28/1963,"Boston, Massachusetts",Eastern Air Lines,,N/A,Douglas DC-7,N842D,454448/944,26,0,1
3/2/1963,"Near Davao City, Philippines",Philippine Air Lines,984,Cotabato - Davao,Douglas DC-3,PI-C489,16115/32863,27,27,0
3/5/1963,"Camden, Tennesee",Private,-,Kansas City - Dyersburg - Nashville,Piper PA-24-250 Comanche,N7000P,24-2144,4,4,0
3/15/1963,"Near Karai, Iran",Middle East Airlines,,Tehran - Beirut,Avro 685 York C1,OD-ACZ,1218,4,4,0
3/15/1963,"Near Charana, Bolivia",Lloyd Aereo Boliviano,915,Arica - La Paz,Douglas DC-6B,CP-707,43547/204,41,41,0
3/20/1963,"Monte Matto, Italy",Saudi Arabian Royal Flight,,Geneva - Nice,de Havilland Comet 4C,SA-R-7,6461,18,18,0
3/23/1963,"Misaki Mountain, Japan",Military - Japan Air Self Defense Force,,N/A,H-21B,,N/A,10,10,0
11/20/1964,"Angelholm, Sweden",Linjefyg,,N/A,Convair CV-440,SE-CCK,195,43,31,0
3/30/1963,"Near Sora, Italy",Itavia,703,Pescara - Rome,Douglas DC-3,I-TAVI,16477/33225,11,11,0
4/14/1963,"Oslo, Norway",Icelandair,,Copenhagen - Oslo,Vickers Viscount 759D,TF-ISU,149,12,12,0
5/3/1963,"Near Buca, Cameroon",Air Afrique,,Douala - Lagos,Douglas DC-6B,F-BIAO,45479/996,55,55,0
5/3/1963,"Sao Paulo, Brazil",Cruzeiro,,Sao Paulo - Rio de Janeiro,Convair CV-340-59,PP-CDW,159,50,37,0
5/12/1963,"Near Ayayda, Egypt",United Arab Airlines,,Cairo - Alexandria,Douglas DC-3,SU-AJX,N/A,34,34,0
6/3/1963,"PacifiOcean, 116 miles WSW of Annette Island, Alaska",Northwest Orient Airlines,293,McChord AFB - Elmendorf AFB,Douglas DC-7CF,N290,45209/861,101,101,0
6/3/1963,"Sama, India",Indian Airlines,,Amritsar - Srinagar,Douglas C-47,VT-AUL,20265,29,29,0
6/10/1963,"Yunnan, Burma",Union of Burma Airways,,Rangoon - Putao,Douglas DC-3,XY-ACS,9877,20,20,0
6/16/1963,"Bekkessamson, Romainia",Tarom,,Munchen - Constanta,VEB 14P,YR-ILL,14803072,31,31,0
6/16/1963,"Near Aysen, Chile",Military - Chilean Air Force,,N/A,Douglas C-47A,FAC-953,19461,20,19,0
6/23/1963,"Nar Augustdorf, West Germany",Military - Royal Belgian Air Force,,N/A,Fairchild C-119,CP-45,N/A,47,38,0
6/26/1963,"Detmold, Germany",Military - Belgian Air Force,,N/A,Kaiser-Fraser C-119G,CP-45,246,47,38,0
7/1/1963,"Passo Fundo, Brazil",Varig,,Carazinbo - Passo Fundo,Douglas DC-3,PP-VBV,15444/26889,18,15,0
7/2/1963,"Rochester, New York",Mohawk Airlines,112,Rochester - Newark,Martin 404,N449A,14140,43,7,0
7/3/1963,"Mt. Ngatamahinerua, New Zealand",New Zealand National Airways,441,Auckland - Whenuapai - Tauranga,Douglas DC-3,ZK-AYZ,15204/26889,23,23,0
7/13/1963,"Near Irkutsk, Russia",Aeroflot,,Moscow - Irkutsk,Tupolev TU-104B,CCCP42492,21605,35,35,0
7/15/1963,"Farafangana, Madagascar",Air Madagascar,,N/A,Douglas C-47,5R-MAJ,12813,12,6,0
7/17/1963,"Pak Tha, Laos",Air America,,N/A,Curtiss C-46F,B-148,22510,6,6,0
7/27/1963,"Off Bandra, Maharashtra, India",United Arab Airlines,869,Bangkok - Bombay,de Havilland Comet 4C,SU-ALD,6441,63,63,0
8/8/1963,"Wemmershoek Mountains, South Africa",Military - South African Air Force,,N/A,Avro Shackleton MR3,1718K,1528,13,13,0
8/12/1963,"Lyon, France",Air Inter,2611,Lille - Lyon,Vickers Viscount 708,F-BGNV,39,20,20,1
8/14/1963,"Near Great Falls, Montana",American Air  Export & Import Co.,1814,N/A,Curtiss C-46F-1-CU,N67941,22391,2,1,0
8/17/1963,"Hachijo-Jima Island, Japan",Fujita Koku Kabushki Kai,,N/A,de Havilland DH-114 Heron,JA6155,14026,19,19,0
8/21/1963,"Near Leningrad , Russia",Aeroflot,,Tallinn - Moscow,Tupelov Tu-124,CCCP-45021,2350701,52,0,0
8/28/1963,"Off Miami, Florida",Military - U.S. Air Force / Military -  U.S. Air Force,,N/A,Boeing KC-135A / Boeing KC-135A,61-0319/61-0322,18226/18229,16,16,0
9/4/1963,"Durrenasch, Aargau, Switzerland",Swissair,306,Zurich - Geneva,Sud-Aviation Caravelle III,HG-ICV,147,80,80,0
9/11/1963,"Perpignan, France",Air Nautic,,London - Perpignan,Vickers Viking 1B,F-BJER,216,40,40,0
9/11/1963,"Near Patti, India",Indian Airlines,,Madras - Nagpur - Delhi.,Vickers Viscount 768D,VT-DIO,192,18,18,0
9/22/1963,"Off Dover, Deleware",Military - U.S. Air Force,,N/A,Douglas C-133A,56-2002,45167,10,10,0
10/9/1963,"Near Marseilles, France",Aeronaves de Panama,,"Marseilles, France - Dhah, Saudi Arabia",Douglas C-74,HP-385,13915,6,6,0
10/14/1963,"Jamaica, New York",New York Airways,600,Idlewild - Newark,Boeing Vetrol 107 II helicopter,N6673D,3,6,6,0
10/18/1963,"Near Aswan, Egypt",Military - Soviet Air Force,,N/A,Antonov AN-12,,N/A,31,31,0
10/20/1963,"Hayes Island, Russia",Aeroflot,,N/A,Ilyushin IL-14,CCCP-04188,6341301,5,5,0
10/22/1963,"Near Tisbury, England",British Aircraft Corporation,,Test flight,BAC One-Eleven 200AB,G-ASHG,4,7,7,0
11/8/1963,"Mariehamn, Aaland Island, Finland",Finnair,217,Turku - Mariehamn,Douglas DC-3,OH-LCA,9799,24,22,0
11/29/1963,"Ste. Therese de Blainville, Canada",Trans Canada Air Lines,831,Montreal - Toronto,McDonnell Douglas DC-8F-54F,CF-TJN,45654/179,118,118,0
12/7/1963,"Near Nederland, Colorado",Zantop Air Transport,,Lowery AFB - Ogden Hill AFB,Curtis C-46A-20-CU,N609,26571,3,3,0
12/8/1963,"Elkton, Maryland",Pan American World Airways,214,Washington - Baltimore - Philadelphia,Boeing B-707-121,N709PA,17588/3,81,81,0
12/12/1963,"Gazni, Afghanistan",Trans Mediterranean Airways,,Kawait - Kabul,Douglas C-54A,OD-AEB,10424,3,3,0
12/15/1963,"Cairo, Egypt",Misrair,,Cairo - Luxor,Vickers 634 Viking 1B,SU-AFK,213,6,6,0
12/17/1963,"Los Angeles, California",Western Airlines,,N/A,Douglas DC-6B,N93131,45536,46,0,0
1/9/1964,"Zarate, Argentina",Aerolineas Litoral Argentina,,Rosario - Buenos Aires,Douglas DC-3,LV-FYJ,14713/26158,30,28,0
1/22/1964,"Prescott, Arizona",Commercial Air Taxi,,N/A,Piper PA-23,N2136P,N/A,2,2,0
2/3/1964,"Near Ankara, Turkey",Turkish Airlines (THY),,Istanbul - Ankara,Douglas C-47A,TC-ETI,12319,3,3,0
2/3/1964,"Gainsville, Florida",South Central Airlines,510/3,Gainsville - Jacksonville,Beech D18S,N2999,A-811,10,10,0
2/4/1964,"Yacuiba, Bolivia",Lloyd Aéreo Boliviano,,N/A,Douglas DC-3,CP- 568,19024,29,2,0
2/8/1964,"Freeport, Bahamas",Private air taxi,-,"Freeport, Grand Bahamas - West Palm Beach, FL",Piper PA-23,N2157P,N/A,4,4,0
2/15/1964,"Detroit, Michigan",Commercial Air Taxi,,Detroit - Akron,Piper Aero Commander 560E,N3823C,N/A,4,4,0
2/18/1964,"Banihal Pass, India",Military - Indian Air Force,,N/A,Ilyushin IL-14,,N/A,13,13,0
2/21/1964,"Marawi, Philippines",Philippine Air Lines,946,Cotabato - Malabang - Iligan - Cayagan de Oro,Douglas DC-3,PI-C97,14944/2638,32,31,0
2/22/1964,"Barrackpore, India",Military - Indian Air Force,,N/A,Fairchild C-119,,N/A,22,22,0
2/22/1964,"Near Forsyth, Montana",Commercial Air Taxi,,N/A,Beechcraft C35,N1800D,N/A,2,2,0
2/25/1964,"Lake Pontchartrain, New Orleans, Louisiana",Eastern Air Lines,304,Mexico City - New Orleans - New York City,McDonnell Douglas DC-8-21,N8607,45428/61,58,58,0
2/27/1964,"Oita, Japan",Fuji Airlines,902,Kagoshima - Oita,Convair CV-240-0,JA5098,53,42,20,0
2/29/1964,"Near Innsbruck, Austria",British Eagle International Airlines,802,London - Innsbruck,Bristol Britannia 312,G-AOVO,13423,83,83,0
3/1/1964,"Near Zephyr Cove, Nevada",Paradise Airlines,901A,"San Jose, CA - Lake Tahoe",Lockheed 049 Constellation,N86504,2025,85,85,0
3/8/1964,"Bogota, Colombia",Taxi Aereo de Santander,,Pereira - Bogota,Douglas DC-3,HK-862,12374,28,28,0
3/8/1964,Near Chicago Illinois,Snow Valley Ski Lines,,N/A,Douglas DC-3,N410D,4970,30,1,0
3/10/1964,"Boston, Massachutes",Slick Airways - Cargo,12,New York - Winsor Locks - Boston,Douglas DC-4,N384,18379,3,3,0
3/12/1964,"Miles City, Montana",Frontier Airlines,32,Billings - Miles City - Glendive - Sidney,Douglas DC-3C,N61442,9642,5,5,0
3/20/1964,"Near Danbury, North Carolina",Commercial Air Taxi,,N/A,Piper PA-23,N4320P,N/A,3,3,0
3/28/1964,"Mt. Vesuvius, Italy",Alitalia,45,Rome - Napoli,Vickers Viscount 785D,I-LAKE,328,45,45,0
3/28/1964,North PacifiOcean,Private - Facilities Management Co.,-,Honolulu - San Francisco,Douglas C-54A-10-DC,N4726V,10315,9,9,0
4/12/1964,"Hargeisa, Somalia",Aden Airways,,N/A,Douglas DC-3,VR-AAM,15530/26975,15,15,0
4/17/1964,"Dahran, Saudi Arabia",Middle East Airlines,444,N/A,Sud Aviation Caravelle 3,OD-AEM,023/21,49,49,0
4/17/1964,"Elim, Alaska",Wein Alaska Airlines Inc.,,N/A,Cessna 185,N9984X,N/A,2,2,0
5/7/1964,"San Ramon, California",PacifiAir Lines,773,Stockton - San Fransisco,Fairchild F-27A,N2770R,36,44,44,0
5/8/1964,"Cerro El Gaital, Panama",Military - Argentine Air Force,,N/A,Douglas C-54,TC-46,N/A,10,10,0
5/8/1964,"Near Lima, Peru",Fuerza Aérea Argentina,,Buenos Aires - Lima,Douglas C-54,T-47,N/A,49,46,0
5/11/1964,"Papanga, Philippines",Military - U.S. Air Force,,N/A,Boeing C-135B,62-0332,N/A,84,79,0
5/20/1964,"Sibuco Point ,Philippines",Philippine Air Lines,,Siocon - Zamboanga,de Havilland Canada DHC-3 Otter,PI-C51,68,11,11,0
5/27/1964,N/A,VASP,,Training,Douglas C-47-DL,PP-SPZ,4649,3,3,0
6/4/1964,"Mason, Texas",Commercial Air Taxi,,N/A,Piper PA-24,N5420P,N/A,3,3,0
6/13/1964,N/A,Saudi Arabian Airlines,,Training,Douglas C-47A,HZ-AAN,12899,2,2,0
6/19/1964,"Southhampton, Massachusetts",Private - Air Taxi,,"Washington D.C. - Southhampton, MA",Aero Commander 680,N344S,N/A,5,2,0
6/20/1964,"Taichung, Taiwan",Civil Air Transport,,Taichung - Tainan,Curtiss C-46-CU,B-908,N/A,57,57,0
6/21/1964,"Off Palma de Mallorca, Spain",TASSA,,Palma de Mallorca - Ibiza,Douglas DC-3,EC-AQH,20072,28,1,0
7/7/1964,"Martinsville, Virginia",Commercial Air Taxi,,"Martinsville, Virginia - Wilmington, Delaware",Lockheed 12A,N18946,N/A,5,5,0
7/8/1964,"Knoxville, Tennessee",United Air Lines,,N/A,Caravelle VIR,N1007U,92,53,1,0
11/23/1964,"Rome, Italy",Trans World Airlines,800,Rome - Athens,Boeing B-707-331,N769TW,17685/123,73,50,0
7/9/1964,"Parrottsville, Tennesee",United Air Lines,823,Philidelphia - Washington - Knoxville - Huntsville,Vickers Viscount 745D,N7405,103,39,39,0
7/14/1964,"Reno, Nevada",Commercial Air Taxi,,N/A,Piper PA-28,N5493W,N/A,3,3,0
7/16/1964,"Richmond, Virginia",Eastern Air Lines,,New York City - Richmond - Jacksonville,Douglas DC-7B,N809D,44860/616,76,0,0
7/31/1964,"Near Nashville, Tennesee",Private,-,Batesville - Nashville,Beechcraft 35-B33 Debonair,N8972M,N/A,2,2,0
8/2/1964,"Willow, Alaska",Commercial Air Taxi,,N/A,Piper PA-18,N6015Z,N/A,3,3,0
8/5/1964,"East Falmouth, Massachusetts",Wiggins Airways,,N/A,Piper PA-23,N5485Y,N/A,2,2,0
8/22/1964,Near Tipuani (Bolivia,Servicios Aéreos Cochabamba,,La Paz - Tipuani,Douglas C-47A-25-DK,CP-680,13371,4,4,0
9/2/1964,"Island of Sakhalin, Russia",Aeroflot,,Krasnoyarsk - Yuzhno,Ilyushin IL-18B,CCCP-75531,180002402,87,87,0
9/4/1964,"Pico da Caledonia, Brazil",VASP,,Vitoria - Rio de Janeiro,Vickers Viscount 710C,PP-SRR,66,39,39,0
9/4/1964,"Near Vaong Nong, Thailand",Military - Royal Thai Air Force,,Khoke Kathiam - Vaong Nong,Douglas C-47,,N/A,34,28,0
9/15/1964,"Near Condoto, Colombia",AVIANCA,,Condoto - Medellin,Douglas C-47A,HK-319,19680,2,2,0
10/2/1964,"Near Trevelez, Granada, Spain",Union des Transportes Aeriens,,Palma de Mallorca - Port Etienne,Douglas DC-6B,F-BHMS,44062/384,80,80,0
10/2/1964,"Addis Ababa, Ethiopia",Interocean,,"Dublin, Ireland - Addis Ababa",Lockheed L-749A-79 Constellation,LX-IOK,2562,7,1,0
10/9/1964,"Near Sibiu, Romania",Tarom,,N/A,Ilyushin IL-14,YR-ILB,146000926,32,32,0
10/16/1964,"Crown King, Arizona",Commercial Air Taxi,,N/A,Hughes 269B,N9340F,N/A,2,2,0
10/19/1964,"Near Belgrade, Yugoslavia",Military - Soviet Air Force,,N/A,Ilyushin IL-18,,N/A,33,33,0
11/3/1964,"Branson, Colorado",Mustang Aviati,,N/A,Beechcraft C45G,N2849G,N/A,5,5,0
11/15/1964,"Las Vegas, Nevada",Bonanza Airlines,114,Phoenix - Las Vegas,Fairchild F-27A,N745L,29,29,29,0
11/17/1964,"Off Argentia, Newfoundland, Canada",Military - U.S. Navy,,N/A,Lockheed P-3A,151362,185-5075,10,10,0
9/27/1965,"Bao Trai, Vietnam",Air America,,N/A,Beechcraft C-45H,N9574Z,N/A,3,3,0
11/29/1964,"Leopoldville, Zaire",Air Congo,,N/A,Douglas DC-4,OO-DEP,18384,14,6,0
12/4/1964,"Fayetteville, Arkansas",Commercial Air Taxi,,N/A,Cessna 206,N5089U,N/A,5,4,0
12/8/1964,"Tripuani, Bolivia",Aerolineas Abaroa,,Tipuani - La Paz,Douglas DC-3,CP-639,7375,17,17,0
12/11/1964,"Near Da Nang, South Vietnam",Military - Vietnamese Air Force,,N/A,Fairchild C-123,,N/A,38,38,0
12/21/1964,"Near Kaliba, Philippines",Fleming Airways System Transport,,Kalibo - Manila,Douglas DC-3,PI-C569,20396,39,1,0
12/24/1964,"Yurimaguas, Peru",SATCO,,N/A,Douglas DC-3,OB-XAU,14541/25986,23,1,0
12/24/1964,"Near San Francisco, California",Flying Tiger Line,,San Francisco - New York,Lockheed L-1049H Super Constellation,N6915C,4812,3,3,0
12/29/1964,"Near Turrialba, Costa Rica",Lineas Aéreas Sud Americana,,N/A,Curtiss C-46,CC-CAN,N/A,5,5,0
12/30/1964,"Detroit, Michigan",Zantop Air Transport,,Cleveland - Detroit - Denver,Curtis C-46A,N608Z,30328,4,4,0
1/5/1965,"Kla City, Oklohoma",Alva Aircraft Service - Taxi,,N/A,Cessna 182B,N2401G,N/A,3,3,0
1/13/1965,"Fairbanks, Alaska",Fairbanks Air Service - Taxi,,N/A,Cessna 180E,N8689X,N/A,2,2,0
1/16/1965,"Wichita, Kansas",Military - U.S. Air Force,,N/A,Boeing KC-135A,57-1442,17513,17,17,22
1/17/1965,"Near Durango, Mexico",Aerovias del Norte,,N/A,Curtiss C-46,,N/A,10,10,0
1/22/1965,Mt. Helmos. Greece,Military - U.S. Air Force,,N/A,Douglas C-124C,52-1058,43967,10,10,0
2/3/1965,"Garoua, Cameroon",Air Cameroon,,N/A,Curtiss C-46A,F-OAFI,26810,4,4,0
2/6/1965,"San Jose Volcano, Chile",LAN,107,Santiago - Buenos Aires,Douglas DC-6B,CC-CCG-104,45513/1004,87,87,0
2/8/1965,"Off Jones Beach, New York, New York",Eastern Air Lines,663,New York City - Richmond VA,Douglas DC-7B,N849D,45455/981,84,84,0
2/13/1965,"Miami, Florida",Aerolineas El Salvador,,N/A,Curtiss C-46A,YS-012C,127,2,2,0
2/14/1965,"Mt. Nakanoone, Japan",Zen Nippon,,Osaka - Tokyo,Douglas DC-3,JA5080,4436,2,2,0
